"Vehicle_ID","Vehicle_Type","Road","Speed","Waiting_Time","Traffic_Level","Vehicle_Count","Weather_Condition","Accident_Status","Signal_Delay"
3783,"Bike","Bridge",66.26,22.53,"Low",197,"Cloudy","No",39.82
3784,"Auto","Main Road",63.28,18.66,"Medium",30,"Rainy","No",52.04
3785,"Car","Rural Road",29.95,18.47,"High",80,"Cloudy","Yes",38.36
3786,"Car","Street",58.28,19.89,"High",38,"Sunny","No",5.03
3787,"Truck","Expressway",50.93,10.52,"High",19,"Sunny","No",29.81
3788,"Bus","Junction",80.37,28.68,"Low",75,"Sunny","Yes",31.11
3789,"Car","Highway",86.37,20.62,"High",70,"Rainy","No",59.86
3790,"Car","Junction",116.29,27.2,"Medium",175,"Foggy","No",15.75
3791,"Car","Street",104.85,13.3,"Medium",62,"Sunny","No",58.25
3792,"Bus","City Road",98.46,7.96,"High",55,"Sunny","No",37.79
3793,"Car","Expressway",106.46,8.85,"Medium",194,"Cloudy","No",36.09
3794,"Van","Bridge",59.71,4.17,"Medium",116,"Cloudy","No",55.78
3795,"Bus","Junction",101.86,15.39,"Low",89,"Sunny","No",35.62
3796,"Auto","Main Road",63.13,10.24,"Low",38,"Sunny","No",52.32
3797,"Bike","Rural Road",59.15,17.59,"High",71,"Cloudy","No",26.11
3798,"Bus","Highway",69.66,21.56,"Low",59,"Cloudy","No",32.95
3799,"Bus","City Road",23.95,15.81,"Low",101,"Cloudy","No",1.03
3800,"Bike","Street",31.07,21.97,"High",110,"Rainy","No",16.25
3801,"Van","Rural Road",25.92,26.56,"Medium",80,"Cloudy","No",24.24
3802,"Bike","Main Road",74.55,21.19,"Medium",144,"Foggy","No",23.03
3803,"Auto","Street",95.34,24.86,"Medium",136,"Foggy","Yes",14.86
3804,"Auto","Expressway",47.98,23.08,"Low",195,"Sunny","No",42.26
3805,"Truck","Bridge",21.11,24.2,"Medium",145,"Cloudy","No",41.88
3806,"Auto","Bridge",57.96,4.29,"High",95,"Rainy","No",38.99
3807,"Car","Rural Road",97.09,8.36,"High",37,"Rainy","Yes",14.94
3808,"Bike","Expressway",89.1,8.95,"Low",98,"Sunny","No",52.89
3809,"Truck","Expressway",70.8,24.64,"High",159,"Cloudy","No",14.21
3810,"Van","Main Road",73.95,4.39,"Low",157,"Sunny","No",7.42
3811,"Auto","City Road",117.22,16.11,"High",16,"Rainy","No",5.58
3812,"Bike","Expressway",52.2,19.44,"Low",11,"Rainy","No",49.24
3813,"Van","City Road",69.58,24.23,"High",138,"Rainy","No",7.25
3814,"Van","City Road",95.4,26.32,"Low",52,"Foggy","No",9.27
3815,"Truck","Highway",21.6,19.52,"High",133,"Cloudy","No",40.54
3816,"Van","Highway",88.69,7.15,"Medium",195,"Cloudy","No",40.98
3817,"Van","Street",99.51,10.53,"Low",149,"Rainy","No",2.94
3818,"Van","Expressway",84.67,18.6,"High",72,"Sunny","No",54.92
3819,"Van","Expressway",106.31,17.76,"Medium",20,"Rainy","No",42.24
3820,"Van","City Road",106.99,21.55,"Low",143,"Cloudy","No",30.32
3821,"Car","Main Road",54.08,9.45,"Low",114,"Rainy","No",42.41
3822,"Car","Main Road",51.16,5.89,"Medium",147,"Rainy","No",5.42
3823,"Truck","Main Road",58.4,11.86,"Medium",36,"Sunny","No",55.34
3824,"Van","Rural Road",26.61,1.62,"Low",180,"Foggy","No",36.51
3825,"Bike","Main Road",85.69,28.71,"Low",60,"Foggy","No",19.95
3826,"Auto","Expressway",91.19,1.88,"Medium",156,"Cloudy","No",2.84
3827,"Van","Main Road",80.08,27.7,"High",93,"Sunny","No",54.66
3828,"Auto","Rural Road",112.88,1.86,"Medium",196,"Rainy","No",51.48
3829,"Auto","Street",69.43,10.8,"High",134,"Cloudy","No",34.52
3830,"Bike","City Road",88.4,5.3,"Medium",109,"Sunny","No",58.71
3831,"Van","Main Road",72.2,10.07,"Medium",132,"Rainy","No",34.64
3832,"Auto","Main Road",58.37,27.5,"High",147,"Sunny","No",18.66
3833,"Bike","City Road",117.63,26.71,"High",46,"Rainy","No",21.66
3834,"Truck","Bridge",102.4,20.71,"High",25,"Foggy","No",35.43
3835,"Van","Street",106.4,15.36,"High",168,"Rainy","No",47.65
3836,"Van","Street",29.41,11.67,"Medium",112,"Foggy","No",58.77
3837,"Van","Junction",117.97,19.32,"Low",156,"Cloudy","No",32.03
3838,"Auto","Main Road",98.02,12.06,"Medium",16,"Cloudy","No",59.88
3839,"Van","Highway",54.3,14.78,"Low",194,"Rainy","No",0.41
3840,"Van","Junction",87.53,10.13,"Low",142,"Rainy","No",24.49
3841,"Bus","Rural Road",54.03,26.55,"Low",167,"Sunny","No",55.81
3842,"Bus","Highway",51.65,14.92,"Low",104,"Sunny","No",47.44
3843,"Bike","Highway",57.82,18.82,"Medium",195,"Cloudy","No",59.08
3844,"Bus","Highway",82.19,16.33,"High",54,"Cloudy","No",50.52
3845,"Van","City Road",96.46,12.77,"High",83,"Foggy","No",5.5
3846,"Bus","Street",56.55,15.2,"Low",51,"Foggy","No",20.76
3847,"Car","Junction",116.27,24.38,"Medium",200,"Sunny","No",24.13
3848,"Auto","Junction",109.86,7.39,"Low",140,"Foggy","No",39.19
3849,"Bike","Bridge",86.37,25,"High",51,"Sunny","No",23.44
3850,"Bus","Main Road",96.04,4.64,"Low",185,"Rainy","No",57.02
3851,"Auto","Main Road",57.53,21.07,"Low",105,"Sunny","No",11.43
3852,"Bus","Junction",84.39,4.21,"Medium",14,"Sunny","No",27.32
3853,"Car","Rural Road",82.11,28.13,"Medium",113,"Sunny","No",3.55
3854,"Truck","Rural Road",119.56,18.82,"Low",31,"Sunny","No",38.9
3855,"Bus","Street",56.85,10.91,"High",100,"Foggy","No",22.66
3856,"Bus","Bridge",98.11,10.19,"High",152,"Rainy","Yes",9.38
3857,"Bike","City Road",62.44,13.26,"High",20,"Sunny","No",4.44
3858,"Bus","Expressway",60.55,15.33,"Medium",184,"Rainy","No",40.92
3859,"Auto","Street",36.62,10.57,"Medium",156,"Rainy","No",55.79
3860,"Bus","Expressway",71.38,27.98,"Medium",87,"Cloudy","No",58.71
3861,"Bus","Bridge",75.67,24.75,"High",108,"Rainy","Yes",4.55
3862,"Van","Highway",88.87,18.22,"Low",86,"Sunny","No",26.81
3863,"Bike","Highway",53.73,15.09,"Low",72,"Foggy","No",15.4
3864,"Car","Street",68.72,5.07,"Low",164,"Sunny","No",50.98
3865,"Bus","Junction",35.47,12.76,"Low",29,"Foggy","No",29.35
3866,"Auto","Expressway",35.61,28.53,"Low",75,"Cloudy","Yes",5.27
3867,"Bus","Street",70.46,1.04,"Low",69,"Rainy","No",55.67
3868,"Bus","Highway",100.44,23.64,"High",191,"Foggy","No",18.97
3869,"Truck","Junction",88.49,17.01,"High",125,"Sunny","No",11.57
3870,"Van","Main Road",85.33,6.37,"Low",166,"Sunny","No",28.94
3871,"Bus","Bridge",63.72,13.69,"Medium",108,"Cloudy","No",10.58
3872,"Van","Expressway",84.85,9.36,"High",102,"Foggy","No",8.65
3873,"Bus","Main Road",60.01,29.92,"Medium",107,"Sunny","No",23.72
3874,"Bus","Bridge",67.48,14.29,"Medium",50,"Cloudy","No",17.89
3875,"Van","Junction",60.69,4.77,"Low",98,"Foggy","No",50.87
3876,"Van","Highway",27.88,25.81,"Medium",149,"Rainy","Yes",45.71
3877,"Car","Rural Road",103.85,24.02,"Low",91,"Rainy","No",9.1
3878,"Car","City Road",50.55,3.16,"Medium",161,"Cloudy","No",47.96
3879,"Car","Highway",96.58,21.76,"High",43,"Foggy","No",31.34
3880,"Car","Junction",44.35,28.99,"High",169,"Cloudy","No",12.47
3881,"Bus","City Road",68.95,15.23,"Low",79,"Rainy","No",12.44
3882,"Bus","Bridge",109.1,6.85,"High",70,"Sunny","No",6.84
3883,"Auto","Expressway",38.18,20.11,"High",141,"Foggy","No",28.64
3884,"Auto","Rural Road",95.16,11.4,"High",133,"Rainy","No",51.56
3885,"Bus","Highway",72.07,24.48,"Low",75,"Sunny","No",31.2
3886,"Van","Expressway",118.29,24.72,"High",34,"Foggy","No",47.09
3887,"Bus","Rural Road",30.23,13.13,"Low",73,"Rainy","No",31.66
3888,"Truck","Main Road",79.57,6.7,"Medium",133,"Rainy","No",45.29
3889,"Car","Rural Road",106.37,8.75,"Low",28,"Rainy","No",52.98
3890,"Bus","Street",51.37,15.1,"High",53,"Cloudy","No",50.27
3891,"Bus","Highway",84.42,8.81,"Medium",189,"Rainy","No",39.93
3892,"Van","Expressway",86.83,7.26,"High",116,"Sunny","No",14.2
3893,"Van","Junction",113.16,1.42,"High",22,"Foggy","No",0.47
3894,"Van","City Road",96.17,19.44,"High",196,"Cloudy","No",27.96
3895,"Truck","Junction",106.24,12.81,"Low",39,"Rainy","No",35.79
3896,"Car","Highway",60.59,26.55,"Medium",15,"Rainy","No",19.16
3897,"Bus","Main Road",87.69,15.34,"Medium",168,"Cloudy","No",5.49
3898,"Car","Bridge",69.69,14.77,"Medium",11,"Sunny","No",18.84
3899,"Auto","Rural Road",52.1,27.45,"High",19,"Rainy","No",43.13
3900,"Bike","Street",43.39,15.03,"High",125,"Cloudy","No",6.42
3901,"Bus","Highway",65.32,21.35,"Low",114,"Cloudy","No",47.43
3902,"Bike","Rural Road",46.57,19.03,"High",22,"Cloudy","No",29.52
3903,"Auto","Bridge",31.68,24.43,"High",121,"Rainy","No",50.08
3904,"Van","Highway",27.65,23.01,"Low",148,"Sunny","No",45.77
3905,"Truck","Expressway",62.09,4.68,"Medium",157,"Rainy","No",2.7
3906,"Car","Main Road",49.63,17.1,"Low",110,"Cloudy","No",39.2
3907,"Bike","Highway",107.76,21.13,"Medium",106,"Sunny","No",23.86
3908,"Truck","Junction",46.89,22.24,"Medium",79,"Rainy","No",54.72
3909,"Bus","Highway",76.67,7.02,"Low",90,"Cloudy","No",51.88
3910,"Van","City Road",42.64,7.96,"Low",53,"Foggy","Yes",32.8
3911,"Bike","City Road",76.42,18.65,"High",103,"Rainy","No",29.44
3912,"Van","Expressway",94.11,14.83,"Medium",117,"Cloudy","No",58.28
3913,"Car","Junction",53.21,28.63,"Medium",20,"Sunny","No",55.52
3914,"Bike","Bridge",34.53,23.36,"High",56,"Foggy","Yes",27.23
3915,"Truck","City Road",110.74,3.74,"Low",108,"Rainy","No",56.63
3916,"Car","Street",113.51,24.02,"Medium",159,"Cloudy","No",30.96
3917,"Van","Bridge",90.08,15.3,"High",185,"Rainy","No",48.64
3918,"Bus","Highway",68.86,17.26,"Low",166,"Sunny","No",52.17
3919,"Auto","Expressway",39.76,14.62,"Low",191,"Cloudy","No",47.52
3920,"Van","Street",31.95,19.78,"High",84,"Cloudy","No",18.84
3921,"Van","City Road",81.35,22.21,"Low",49,"Cloudy","No",22.33
3922,"Truck","Junction",45.99,22.46,"Low",100,"Foggy","No",20.8
3923,"Van","Street",106.6,29.39,"High",82,"Foggy","No",43.25
3924,"Bus","Bridge",112.07,21.96,"High",139,"Sunny","No",39.89
3925,"Bike","Rural Road",59.73,1.4,"Low",169,"Rainy","No",42.85
3926,"Truck","Main Road",85.02,11.89,"Medium",182,"Rainy","No",58.54
3927,"Van","Highway",71.6,26.47,"Low",68,"Rainy","No",25.18
3928,"Bike","Main Road",86.14,27.05,"High",10,"Foggy","No",7.03
3929,"Truck","Rural Road",56.42,7.94,"Medium",174,"Rainy","No",15.74
3930,"Car","Street",26.11,7.49,"High",62,"Foggy","No",6.55
3931,"Bike","Junction",110.07,16.5,"High",51,"Sunny","No",2.85
3932,"Bus","Main Road",68.49,7.96,"High",91,"Rainy","No",6.36
3933,"Bike","Highway",74.73,25.97,"High",29,"Rainy","No",13.69
3934,"Car","Junction",119.85,26.17,"Low",180,"Cloudy","No",43.85
3935,"Bike","Junction",119.57,28.17,"High",13,"Cloudy","No",8.73
3936,"Bike","Street",63.79,19.3,"High",42,"Rainy","No",27.14
3937,"Truck","City Road",22.4,27.94,"Medium",181,"Foggy","No",2.67
3938,"Car","Bridge",33.69,16.29,"Medium",141,"Rainy","No",26.81
3939,"Bus","Highway",68.17,28.88,"Medium",137,"Rainy","No",7.86
3940,"Bus","City Road",78.46,11.58,"Medium",125,"Foggy","No",43.23
3941,"Auto","Expressway",101.34,1.54,"Medium",78,"Foggy","No",21.55
3942,"Bike","Main Road",79.9,24.71,"Low",147,"Cloudy","No",25.94
3943,"Truck","Highway",59.83,9.42,"Medium",20,"Foggy","No",17.12
3944,"Car","Highway",40.91,17.75,"Low",148,"Foggy","No",45.96
3945,"Car","Bridge",118.06,11.92,"Low",41,"Cloudy","No",48.97
3946,"Auto","Bridge",79.75,7.9,"Low",154,"Sunny","No",49.61
3947,"Car","City Road",69.56,21.8,"Medium",135,"Rainy","No",50.84
3948,"Bike","Junction",57.04,2.7,"High",117,"Sunny","No",38.43
3949,"Bus","City Road",35.05,6.17,"High",20,"Rainy","No",5.77
3950,"Truck","Junction",116.86,28.92,"Low",83,"Foggy","Yes",25.33
3951,"Bike","Street",53.01,10.4,"Low",120,"Rainy","No",22
3952,"Bike","Junction",29.81,6.76,"Medium",180,"Rainy","No",23.83
3953,"Car","City Road",61.06,15.18,"Low",185,"Cloudy","No",41.12
3954,"Bus","Bridge",83.36,1.17,"Medium",64,"Cloudy","No",39.23
3955,"Bike","Junction",74.24,1.99,"Medium",126,"Foggy","No",53.43
3956,"Bus","Main Road",33.77,1.55,"Low",84,"Cloudy","No",28.2
3957,"Van","City Road",76.41,19.84,"Low",107,"Cloudy","No",14.66
3958,"Auto","Main Road",30.22,28.37,"High",109,"Foggy","No",28.86
3959,"Truck","Street",113.17,14.9,"Medium",85,"Rainy","No",37.47
3960,"Truck","Main Road",41.58,17.06,"Medium",118,"Rainy","No",48.71
3961,"Bus","City Road",44.63,25.34,"Low",13,"Rainy","No",20.79
3962,"Bike","Expressway",44.53,25.32,"Low",50,"Sunny","No",39.95
3963,"Bus","Bridge",52.19,5.27,"High",52,"Cloudy","No",11.05
3964,"Bus","Street",93.61,1.35,"Low",129,"Rainy","No",19.55
3965,"Car","Rural Road",69.57,14.6,"High",13,"Foggy","No",35.73
3966,"Auto","Expressway",22.65,10.06,"Low",121,"Foggy","Yes",37.35
3967,"Truck","Main Road",32.44,26.24,"Low",132,"Cloudy","No",50.62
3968,"Auto","Expressway",57.55,4.82,"High",79,"Cloudy","No",48.65
3969,"Van","Main Road",78.24,1.95,"Low",36,"Sunny","No",11.33
3970,"Bike","City Road",76.37,20.34,"High",188,"Sunny","No",49.08
3971,"Truck","Bridge",81.11,23.45,"Medium",179,"Foggy","No",38.83
3972,"Car","Rural Road",33.93,6.9,"Medium",199,"Cloudy","No",26.47
3973,"Van","Rural Road",31.49,14.54,"Medium",10,"Foggy","No",51.89
3974,"Bus","Street",42.3,25.17,"High",156,"Foggy","No",36.69
3975,"Truck","Rural Road",30.61,3.77,"High",54,"Cloudy","No",6.47
3976,"Bike","Rural Road",54.22,5.73,"Low",19,"Cloudy","No",10.46
3977,"Bus","Bridge",67.24,7.69,"Medium",141,"Foggy","No",41.14
3978,"Bus","Highway",56.22,15.78,"Medium",199,"Rainy","No",4.36
3979,"Van","Rural Road",44.83,6.36,"High",53,"Cloudy","No",15.09
3980,"Truck","City Road",39.77,20.37,"Medium",156,"Rainy","Yes",56.39
3981,"Van","City Road",96.46,18.07,"High",98,"Rainy","Yes",2.23
3982,"Bus","Rural Road",104.7,5.43,"Low",104,"Rainy","No",36.61
3983,"Truck","Main Road",48.63,28.35,"High",180,"Sunny","No",46.52
3984,"Bus","Bridge",31.33,7.8,"High",42,"Rainy","No",43.38
3985,"Van","Rural Road",66.87,18.24,"Low",143,"Foggy","No",39.68
3986,"Auto","Rural Road",72.45,14.38,"Medium",43,"Rainy","No",40.02
3987,"Truck","Rural Road",87.08,9.55,"Medium",184,"Rainy","No",9.36
3988,"Bike","Rural Road",100.74,26.14,"Medium",36,"Rainy","No",55.16
3989,"Bus","Junction",42.05,11.94,"Medium",172,"Sunny","Yes",26.31
3990,"Van","Bridge",98.23,11.44,"High",113,"Cloudy","No",37.88
3991,"Auto","Highway",102.15,20.72,"Low",69,"Foggy","No",29.86
3992,"Auto","City Road",85.04,10.4,"High",39,"Foggy","No",54.89
3993,"Truck","Highway",82,16.47,"Low",82,"Cloudy","No",8.75
3994,"Auto","Main Road",101.98,1.38,"High",40,"Cloudy","No",56.44
3995,"Auto","Street",118.8,22,"High",59,"Foggy","No",48.49
3996,"Van","Highway",31.64,24.1,"Low",144,"Cloudy","No",25.09
3997,"Bus","Street",57.57,17,"Medium",195,"Cloudy","No",12.35
3998,"Auto","City Road",46.94,4.87,"High",78,"Rainy","No",11.73
3999,"Auto","Rural Road",22.43,15.95,"Medium",143,"Sunny","No",49.07
4000,"Car","Bridge",75.24,24.61,"Medium",112,"Sunny","No",38.47
4001,"Car","Rural Road",107.94,4.58,"Medium",147,"Sunny","No",52.29
4002,"Truck","Main Road",49.94,21.29,"Low",74,"Rainy","No",32.56
4003,"Van","Main Road",70.39,4.52,"Low",131,"Foggy","No",2.4
4004,"Bus","Junction",105.12,19.92,"High",47,"Rainy","No",54.41
4005,"Car","Junction",114.58,5.7,"Medium",67,"Cloudy","No",34.33
4006,"Car","Main Road",75.5,1.06,"Medium",20,"Foggy","Yes",46.41
4007,"Bike","Street",36.69,14.93,"Medium",83,"Foggy","No",13.48
4008,"Bike","City Road",118.14,2.84,"Medium",73,"Rainy","No",47.49
4009,"Bike","Street",119.58,14.48,"Low",196,"Foggy","No",48.8
4010,"Car","Expressway",97.94,13.07,"Low",40,"Rainy","No",37.75
4011,"Bus","Highway",112.17,29.52,"Low",144,"Cloudy","No",45.11
4012,"Van","Highway",33.61,25.4,"Low",93,"Foggy","No",38.04
4013,"Bus","Highway",61.95,26.63,"Medium",133,"Rainy","No",39
4014,"Bus","Highway",101.09,21.66,"High",96,"Rainy","No",0.5
4015,"Auto","Bridge",106.77,26.55,"Medium",35,"Rainy","No",3.71
4016,"Auto","Expressway",64.36,14.9,"High",142,"Sunny","No",21.05
4017,"Truck","Street",66.87,23.01,"High",180,"Sunny","No",53.74
4018,"Van","City Road",23.03,21.49,"Low",31,"Rainy","No",29.39
4019,"Van","Street",117.66,12.03,"High",65,"Foggy","No",25.56
4020,"Bus","Junction",64.75,19.68,"High",126,"Rainy","No",26.22
4021,"Van","Bridge",47.56,20,"Medium",19,"Rainy","No",50.86
4022,"Van","Main Road",69.81,15.44,"High",198,"Cloudy","Yes",13
4023,"Bike","Bridge",76.75,14.55,"High",19,"Cloudy","No",23.01
4024,"Bike","Rural Road",72.98,9.22,"High",181,"Foggy","No",55.05
4025,"Bike","City Road",35.1,6.2,"High",47,"Rainy","No",27.85
4026,"Truck","Expressway",118.9,4.52,"Medium",92,"Cloudy","No",0.1
4027,"Car","Rural Road",66.39,19.17,"Medium",22,"Foggy","No",9.33
4028,"Auto","Expressway",63.63,2.5,"Medium",83,"Foggy","No",49.61
4029,"Bike","Bridge",38.29,6.89,"Medium",97,"Sunny","No",3.85
4030,"Van","Rural Road",59.14,19.2,"High",131,"Cloudy","No",18.94
4031,"Truck","Main Road",115.89,29.74,"Low",66,"Sunny","No",9.56
4032,"Bus","Main Road",35.87,7.47,"Low",106,"Cloudy","No",30.06
4033,"Car","Street",57.34,12.08,"Low",126,"Foggy","No",46.62
4034,"Truck","Junction",26.07,26,"Medium",98,"Foggy","No",10.96
4035,"Auto","Junction",47.5,15.19,"Low",113,"Sunny","No",11.02
4036,"Van","Highway",50.9,16.42,"High",170,"Rainy","No",38.68
4037,"Bike","Rural Road",106.97,4.37,"Low",87,"Sunny","No",33.65
4038,"Car","Street",71.6,14.63,"Low",116,"Sunny","No",10.29
4039,"Auto","Expressway",24.17,3.81,"High",120,"Foggy","No",44.93
4040,"Car","Street",31.36,12.25,"High",153,"Foggy","No",2.1
4041,"Auto","Expressway",105.43,22.67,"High",25,"Foggy","No",2.07
4042,"Auto","Rural Road",96.71,13.33,"Low",150,"Cloudy","No",43.14
4043,"Truck","Street",43.85,21.26,"Low",149,"Cloudy","No",5.73
4044,"Van","Street",66.22,4.09,"Low",91,"Cloudy","No",49.97
4045,"Bike","Main Road",77.58,27.16,"Low",134,"Sunny","No",8.04
4046,"Bike","City Road",59.9,29.25,"High",84,"Cloudy","No",59.84
4047,"Van","Bridge",29.05,6.83,"Medium",28,"Sunny","No",8.06
4048,"Auto","Junction",42.77,20.26,"Low",88,"Foggy","No",17.63
4049,"Car","Street",93.25,9.75,"Medium",134,"Sunny","No",53.6
4050,"Bike","Junction",48.87,16.02,"Low",57,"Rainy","No",40.1
4051,"Van","Rural Road",103.34,29.72,"Low",63,"Cloudy","No",20.02
4052,"Auto","Bridge",62.36,26.16,"Medium",198,"Foggy","No",52.89
4053,"Car","Bridge",83.59,24.05,"Medium",181,"Sunny","No",53.99
4054,"Bus","Bridge",20.87,12.43,"High",164,"Cloudy","No",58.57
4055,"Auto","Highway",45.32,15.87,"Low",18,"Cloudy","No",6.08
4056,"Truck","Main Road",101.82,20.2,"Medium",133,"Cloudy","No",18.25
4057,"Auto","Expressway",92.3,10.55,"High",67,"Foggy","No",2.41
4058,"Van","City Road",88.95,6.27,"Medium",190,"Foggy","No",13.82
4059,"Auto","Junction",60.92,9.87,"High",198,"Foggy","No",39.95
4060,"Bike","Main Road",23.66,27.45,"Low",92,"Cloudy","No",51.33
4061,"Auto","Expressway",77.27,7.71,"Low",58,"Cloudy","No",46.8
4062,"Bus","Bridge",39.24,24.76,"High",84,"Rainy","No",5.36
4063,"Truck","Expressway",53.18,24.24,"Medium",84,"Foggy","No",3.86
4064,"Car","Junction",41.89,5.78,"Medium",86,"Foggy","No",14.85
4065,"Auto","Rural Road",119.26,13.36,"Medium",53,"Sunny","No",12.4
4066,"Car","Expressway",64,24.37,"Low",79,"Cloudy","No",31.4
4067,"Car","Bridge",23.9,12.87,"Medium",60,"Sunny","No",57.55
4068,"Truck","Expressway",32.64,24.3,"High",10,"Sunny","No",21.76
4069,"Auto","City Road",93.63,4.84,"High",33,"Rainy","No",17.47
4070,"Car","Street",116.76,25.82,"Low",137,"Rainy","No",43.46
4071,"Truck","Highway",117.2,29.05,"Low",120,"Foggy","Yes",36.04
4072,"Bike","Highway",77.68,26.47,"Medium",193,"Cloudy","No",43.91
4073,"Bus","Rural Road",39.89,20.14,"High",44,"Rainy","No",22.35
4074,"Truck","City Road",56.69,10.84,"Medium",71,"Sunny","No",19.83
4075,"Van","Main Road",24.39,8.06,"High",57,"Sunny","No",0.7
4076,"Auto","Street",117.91,22.76,"Medium",72,"Sunny","No",7.95
4077,"Bike","Highway",31.13,13.78,"High",143,"Foggy","No",26.5
4078,"Van","City Road",27.7,28.84,"Medium",180,"Rainy","No",48.84
4079,"Bike","Bridge",74.48,6.99,"Medium",109,"Cloudy","No",2.45
4080,"Bus","Expressway",75.08,27.57,"Low",63,"Sunny","Yes",25.53
4081,"Auto","Bridge",112.18,10.79,"Medium",80,"Sunny","Yes",16.67
4082,"Car","Main Road",117.84,13.5,"High",90,"Sunny","Yes",29.73
4083,"Auto","Rural Road",95.17,6.98,"Low",68,"Cloudy","No",41.55
4084,"Truck","Street",21.76,5.43,"Medium",162,"Cloudy","No",35.43
4085,"Auto","Rural Road",76.56,24.4,"High",156,"Foggy","No",20.67
4086,"Car","Highway",108.59,4.66,"Medium",184,"Rainy","No",0.32
4087,"Van","Junction",35.59,23.85,"Low",76,"Cloudy","No",44.86
4088,"Car","Street",119.3,27.24,"Medium",42,"Sunny","No",55.2
4089,"Truck","Bridge",42.58,24.57,"Medium",77,"Cloudy","No",39.45
4090,"Truck","Main Road",108.47,29.42,"High",54,"Foggy","No",33.9
4091,"Bus","Bridge",72.71,12.61,"Low",70,"Rainy","Yes",14.94
4092,"Van","Highway",84.45,23.99,"Medium",77,"Sunny","No",49.63
4093,"Bus","Main Road",72.71,9.34,"Medium",155,"Rainy","No",53.24
4094,"Bus","Junction",102.42,20.9,"Low",189,"Foggy","Yes",10.74
4095,"Bike","Main Road",63.82,1.02,"Low",165,"Foggy","No",22.18
4096,"Truck","Expressway",24.62,27.62,"Medium",45,"Foggy","No",29.13
4097,"Bike","Expressway",23.24,22.81,"Low",90,"Cloudy","No",12.75
4098,"Car","Bridge",52.7,15.11,"Medium",38,"Sunny","No",34.12
4099,"Bike","Highway",79.94,6.12,"Medium",53,"Sunny","No",12.98
4100,"Van","City Road",80.73,21.65,"High",14,"Rainy","No",2.77
4101,"Bike","Street",60.77,28.76,"Low",70,"Cloudy","No",53.01
4102,"Bus","Main Road",25.23,24.26,"Medium",18,"Foggy","Yes",40.78
4103,"Truck","Rural Road",25.66,12.82,"Medium",165,"Sunny","No",51.13
4104,"Truck","City Road",86.95,21.72,"High",10,"Sunny","No",34.41
4105,"Van","Junction",24.11,16.91,"High",120,"Cloudy","No",31.01
4106,"Bike","Highway",51.25,8.63,"Medium",50,"Sunny","No",52.02
4107,"Truck","City Road",76.53,25.06,"Low",90,"Foggy","No",40.07
4108,"Bus","Main Road",108.04,1.02,"Medium",10,"Foggy","No",24.58
4109,"Bus","City Road",38.37,8.34,"Low",34,"Foggy","No",37.3
4110,"Truck","City Road",74.36,21.22,"Medium",48,"Foggy","No",51.84
4111,"Van","Junction",23.35,20.46,"Medium",148,"Cloudy","No",5.48
4112,"Auto","Main Road",90.53,7.58,"High",11,"Rainy","No",32.67
4113,"Car","Junction",66.14,26.56,"High",118,"Sunny","No",54.16
4114,"Auto","Bridge",102.98,11.6,"High",127,"Sunny","No",42.18
4115,"Car","Rural Road",88.88,18.04,"Low",78,"Rainy","No",58.34
4116,"Truck","Main Road",67.23,27.03,"High",130,"Rainy","No",32.47
4117,"Truck","Junction",104.83,29.01,"High",37,"Cloudy","No",27.35
4118,"Bus","City Road",61.14,29.86,"High",193,"Rainy","No",11.05
4119,"Car","Street",36.04,10.87,"Medium",47,"Cloudy","No",3.5
4120,"Truck","Street",33.73,13.42,"Low",124,"Cloudy","No",46.42
4121,"Truck","Main Road",68.61,24.22,"High",101,"Cloudy","No",32.7
4122,"Bus","Junction",46.91,2.51,"High",20,"Rainy","No",12.36
4123,"Car","Main Road",107.07,23.2,"Low",153,"Foggy","No",44.29
4124,"Car","City Road",92.8,22.81,"Medium",75,"Rainy","No",37.11
4125,"Van","Rural Road",26.83,18.06,"Low",50,"Cloudy","No",44.91
4126,"Bike","Main Road",81.73,6.6,"Low",99,"Cloudy","No",29.6
4127,"Bus","Junction",107.33,27.2,"Medium",172,"Rainy","No",49.02
4128,"Van","City Road",110.34,20.37,"High",57,"Sunny","No",51
4129,"Bus","Expressway",116.59,13.87,"High",120,"Sunny","No",49.5
4130,"Bike","Rural Road",41.57,5.81,"Medium",188,"Cloudy","No",35.52
4131,"Bus","City Road",43.03,13.62,"High",156,"Sunny","No",42.66
4132,"Van","Bridge",118.31,10.58,"Medium",104,"Cloudy","No",53.7
4133,"Van","Bridge",64.62,17.02,"Medium",47,"Rainy","No",47.63
4134,"Van","Expressway",77.84,10.39,"Medium",128,"Cloudy","No",26.17
4135,"Van","Main Road",20.01,22.83,"Medium",37,"Foggy","Yes",15.09
4136,"Truck","Junction",78.06,24.22,"Medium",17,"Cloudy","No",43.98
4137,"Bus","Junction",22.37,6.43,"Low",90,"Cloudy","No",36.88
4138,"Bike","Expressway",68.28,13.4,"Medium",72,"Sunny","No",20.14
4139,"Truck","Street",110.35,4.06,"Medium",136,"Sunny","No",31.42
4140,"Bike","Street",67.78,10.78,"Low",148,"Cloudy","No",27.76
4141,"Car","Highway",20.18,5.58,"Medium",56,"Rainy","No",41.49
4142,"Van","Rural Road",36.88,19.39,"High",117,"Cloudy","No",57.43
4143,"Auto","Main Road",73.9,9.85,"High",115,"Foggy","Yes",35.49
